7.43,0,0,93772.00,648.60,777.80,25.54,45.417047,22.265576,663.00,0.00,114.36,1
7.43,0,0,93785.00,647.45,777.80,25.78,45.417047,22.265576,663.00,0.00,1.80,1
7.43,0,0,93815.75,644.73,777.80,25.73,45.417040,22.265563,657.20,0.00,99.92,1
7.43,0,0,93854.00,641.34,777.80,25.73,45.417053,22.265549,657.20,0.00,171.87,1
7.43,0,0,93883.75,638.70,777.80,26.06,45.417053,22.265549,651.70,0.00,5.61,1
7.43,0,0,93925.75,634.99,777.80,25.87,45.417069,22.265519,651.70,0.00,17.66,1
7.43,0,0,93960.75,631.89,777.80,25.73,45.417069,22.265519,647.60,0.00,29.81,1
7.43,0,0,94004.50,628.02,777.80,25.39,45.417063,22.265514,647.60,0.00,355.09,1
7.43,0,0,94016.50,626.96,777.80,25.20,45.417063,22.265514,644.10,0.00,156.80,1
7.43,0,0,94047.50,624.22,777.80,25.44,45.417063,22.265499,644.10,0.00,185.67,1
7.43,0,0,94078.75,621.45,777.80,25.59,45.417063,22.265499,641.20,0.00,278.55,1
7.43,0,0,94117.00,618.07,777.80,25.68,45.417072,22.265452,641.20,0.00,3.39,1
7.43,0,0,94156.00,614.63,777.80,25.54,45.417072,22.265452,636.80,0.00,29.63,1
7.43,0,0,94189.50,611.67,777.80,24.91,45.417064,22.265431,636.80,0.00,175.57,1
7.43,0,0,94230.75,608.02,777.80,24.72,45.417064,22.265431,634.20,0.00,272.13,1
7.43,0,0,94255.25,605.86,777.80,24.63,45.417066,22.265394,634.20,0.00,78.16,1
7.43,0,0,94289.75,602.82,777.80,24.39,45.417066,22.265394,631.60,0.00,231.50,1
7.43,0,0,94319.75,600.17,777.80,24.48,45.417090,22.265355,631.60,0.00,80.69,1
7.43,0,0,94335.75,598.76,777.80,24.87,45.417090,22.265355,627.50,0.00,212.13,1
7.43,0,0,94364.75,596.20,777.80,25.01,45.417075,22.265345,627.50,0.00,359.51,1
7.43,0,0,94393.25,593.69,777.80,24.91,45.417075,22.265345,622.30,0.00,75.40,1
7.43,0,0,94424.25,590.96,777.80,25.20,45.417122,22.265300,622.30,0.00,146.94,1
7.43,0,0,94454.00,588.33,777.80,25.01,45.417122,22.265300,615.00,0.00,156.99,1
7.43,0,0,94489.00,585.25,777.80,25.15,45.417134,22.265258,615.00,0.00,7.93,1
7.43,0,0,94531.25,581.53,777.80,24.87,45.417134,22.265258,609.00,0.00,105.85,1
7.43,0,0,94581.00,577.15,777.80,24.53,45.417128,22.265212,609.00,0.00,259.77,2
7.43,0,0,94618.25,573.87,777.80,24.29,45.417128,22.265212,604.80,0.00,23.15,2
7.43,0,0,94654.75,570.66,777.80,24.00,45.417106,22.265185,604.80,3.03,245.54,2
7.43,0,0,94683.50,568.13,777.80,23.81,45.417106,22.265185,601.80,3.03,65.33,2
7.43,0,0,94699.00,566.77,777.80,24.29,45.417094,22.265182,601.80,4.42,176.89,2
7.43,0,0,94733.75,563.71,777.80,24.34,45.417094,22.265182,597.40,4.42,34.95,2
7.43,0,0,94765.50,560.92,777.80,24.53,45.417118,22.265161,597.40,4.16,122.68,2
7.43,0,0,94791.50,558.64,777.80,24.53,45.417118,22.265161,593.30,4.16,337.78,2
7.43,0,0,94822.00,555.96,777.80,24.53,45.417110,22.265125,593.30,6.93,67.69,2
7.43,0,0,94857.75,552.82,777.80,24.72,45.417110,22.265125,588.70,6.93,142.69,2
7.43,0,0,94882.75,550.63,777.80,24.63,45.417098,22.265092,588.70,9.94,207.45,2
7.43,0,0,94915.75,547.73,777.80,24.53,45.417098,22.265092,583.60,9.94,25.12,2
7.43,0,0,94955.25,544.26,777.80,24.34,45.417102,22.265080,583.60,10.60,167.63,2
7.43,0,0,94980.00,542.09,777.80,24.10,45.417102,22.265080,579.10,10.60,244.12,2
7.43,0,0,94993.25,540.93,777.80,23.96,45.417116,22.265060,579.10,11.92,43.24,2
7.43,0,0,95010.25,539.44,777.80,24.39,45.417116,22.265060,574.00,11.92,167.36,2
7.43,0,0,95033.00,537.44,777.80,24.20,45.417107,22.265020,574.00,15.10,43.69,2
7.43,0,0,95062.75,534.84,777.80,24.39,45.417107,22.265020,567.10,15.10,194.87,2
7.43,0,0,95098.25,531.72,777.80,24.39,45.417105,22.265010,567.10,15.95,309.82,2
7.43,0,0,95143.75,527.74,777.80,24.39,45.417105,22.265010,561.60,15.95,38.03,2
7.43,0,0,95177.00,524.83,777.80,24.53,45.417108,22.264953,561.60,20.25,127.69,2
7.43,0,0,95212.25,521.74,777.80,24.63,45.417108,22.264953,555.30,20.25,151.23,2
7.43,0,0,95239.75,519.33,777.80,24.48,45.417116,22.264934,555.30,21.64,16.17,2
7.43,0,0,95279.00,515.90,777.80,24.68,45.417116,22.264934,551.10,21.64,74.86,2
7.43,0,0,95305.25,513.60,777.80,24.39,45.417117,22.264924,551.10,22.42,141.61,2
7.43,0,0,95348.00,509.86,777.80,24.39,45.417117,22.264924,546.00,22.42,252.43,2
7.43,0,0,95404.75,504.90,777.80,24.15,45.417133,22.264908,546.00,23.74,337.09,2
7.43,0,0,95428.00,502.87,777.80,24.20,45.417133,22.264908,541.40,23.74,233.64,2
7.43,0,0,95480.75,498.26,777.80,23.62,45.417149,22.264894,541.40,24.89,313.31,2
7.43,0,0,95508.25,495.86,777.80,23.57,45.417149,22.264894,536.00,24.89,135.77,2
7.43,0,0,95525.00,494.40,777.80,23.81,45.417146,22.264870,536.00,26.72,16.69,2
7.43,0,0,95565.00,490.90,777.80,24.20,45.417146,22.264870,528.70,26.72,130.66,2
7.43,0,0,95594.50,488.33,777.80,24.10,45.417130,22.264845,528.70,28.52,36.48,2
7.43,0,0,95637.00,484.62,777.80,24.29,45.417130,22.264845,522.80,28.52,101.96,2
7.43,0,0,95667.25,481.98,777.80,24.34,45.417107,22.264825,522.80,30.21,184.17,2
7.43,0,0,95712.75,478.02,777.80,24.10,45.417107,22.264825,517.80,30.21,10.63,2
7.43,0,0,95764.00,473.55,777.80,23.86,45.417094,22.264820,517.80,30.76,209.55,2
7.43,0,0,95812.00,469.37,777.80,23.62,45.417094,22.264820,513.40,30.76,274.71,2
7.43,0,0,95842.00,466.76,777.80,23.43,45.417115,22.264832,513.40,29.63,104.84,2
7.43,0,0,95873.00,464.06,777.80,23.09,45.417115,22.264832,507.50,29.63,253.53,2
7.43,0,0,95896.00,462.05,777.80,23.43,45.417139,22.264817,507.50,30.81,71.34,2
7.43,0,0,95924.50,459.57,777.80,23.57,45.417139,22.264817,502.20,30.81,198.94,2
7.43,0,0,95969.25,455.68,777.80,23.57,45.417135,22.264791,502.20,32.80,10.30,2
7.43,0,0,96008.25,452.29,777.80,23.24,45.417135,22.264791,497.50,32.80,170.90,2
7.43,0,0,96060.75,447.72,777.80,23.24,45.417128,22.264767,497.50,34.65,296.47,2
7.43,0,0,96100.00,444.31,777.80,22.81,45.417128,22.264767,491.70,34.65,65.21,2
7.43,0,0,96121.75,442.42,777.80,22.95,45.417136,22.264773,491.70,34.26,216.63,2
7.43,0,0,96138.75,440.95,777.80,23.14,45.417136,22.264773,486.10,34.26,53.00,2
7.43,0,0,96172.00,438.06,777.80,23.09,45.417124,22.264793,486.10,32.66,155.94,2
7.43,0,0,96205.00,435.20,777.80,23.33,45.417124,22.264793,480.40,32.66,334.18,2
7.43,0,0,96258.50,430.55,777.80,23.05,45.417130,22.264799,480.40,32.12,131.00,2
7.43,0,0,96303.00,426.69,777.80,22.76,45.417130,22.264799,475.20,32.12,280.05,2
7.43,0,0,96349.00,422.70,777.80,22.71,45.417114,22.264769,475.20,34.55,81.26,2
7.43,0,0,96373.75,420.56,777.80,22.52,45.417114,22.264769,469.80,34.55,260.05,2
7.43,0,0,96404.75,417.87,777.80,22.42,45.417097,22.264746,469.80,36.55,72.01,2
7.43,0,0,96428.50,415.81,777.80,22.76,45.417097,22.264746,463.40,36.55,195.00,2
7.43,0,0,96467.25,412.45,777.80,22.76,45.417073,22.264708,463.40,39.78,1.66,2
7.43,0,0,96501.50,409.49,777.80,22.57,45.417073,22.264708,456.90,39.78,184.16,2
7.43,0,0,96554.75,404.88,777.80,22.28,45.417046,22.264668,456.90,43.35,278.14,2
7.43,0,0,96584.25,402.32,777.80,22.23,45.417046,22.264668,451.10,43.35,104.05,2
7.43,0,0,96617.75,399.43,777.80,22.18,45.417043,22.264663,451.10,43.82,268.53,2
7.43,0,0,96643.25,397.22,777.80,22.09,45.417043,22.264663,444.90,43.82,71.87,2
7.43,0,0,96665.25,395.32,777.80,22.23,45.417031,22.264640,444.90,45.77,223.45,2
7.43,0,0,96712.25,391.25,777.80,22.42,45.417031,22.264640,437.70,45.77,17.02,2
7.43,0,0,96743.50,388.55,777.80,22.18,45.417038,22.264622,437.70,47.03,183.34,2
7.43,0,0,96787.00,384.79,777.80,22.28,45.417038,22.264622,431.70,47.03,323.26,2
7.43,0,0,96823.25,381.66,777.80,22.04,45.417012,22.264607,431.70,48.92,102.44,2
7.43,0,0,96863.00,378.23,777.80,22.04,45.417012,22.264607,425.90,48.92,230.06,2
7.43,0,0,96890.75,375.83,777.80,22.04,45.416994,22.264592,425.90,50.47,31.81,2
7.43,0,0,96930.00,372.45,777.80,22.23,45.416994,22.264592,418.90,50.47,185.88,2
7.43,0,0,96963.25,369.58,777.80,21.70,45.416974,22.264561,418.90,53.58,345.23,2
7.43,0,0,96999.00,366.50,777.80,21.85,45.416974,22.264561,411.90,53.58,154.56,2
7.43,0,0,97020.50,364.64,777.80,21.70,45.416972,22.264546,411.90,54.84,319.30,2
7.43,0,0,97060.00,361.24,777.80,21.75,45.416972,22.264546,405.70,54.84,110.01,2
7.43,0,0,97091.00,358.56,777.80,21.90,45.416931,22.264510,405.70,58.77,283.24,2
7.43,0,0,97116.25,356.39,777.80,21.85,45.416931,22.264510,400.40,58.77,62.33,2
7.43,0,0,97159.50,352.66,777.80,21.66,45.416900,22.264474,400.40,62.95,234.83,2
7.43,0,0,97203.00,348.92,777.80,21.56,45.416900,22.264474,394.80,62.95,6.17,2
7.43,0,0,97228.25,346.75,777.80,21.51,45.416895,22.264488,394.80,62.01,196.98,2
7.43,0,0,97252.75,344.64,777.80,21.46,45.416895,22.264488,389.10,62.01,347.96,2
7.43,0,0,97287.25,341.67,777.80,21.66,45.416906,22.264502,389.10,60.69,141.03,2
7.43,0,0,97317.50,339.07,777.80,21.46,45.416906,22.264502,383.80,60.69,291.56,2
7.43,0,0,97349.75,336.29,777.80,21.37,45.416913,22.264479,383.80,61.98,67.57,2
7.43,0,0,97376.25,334.01,777.80,21.32,45.416913,22.264479,377.00,61.98,228.66,2
7.43,0,0,97408.50,331.24,777.80,21.37,45.416883,22.264435,377.00,66.40,16.24,2
7.43,0,0,97443.75,328.21,777.80,21.37,45.416883,22.264435,371.80,66.40,186.27,2
7.43,0,0,97473.25,325.68,777.80,21.37,45.416857,22.264375,367.00,71.75,352.75,2
7.43,0,0,97493.00,323.98,777.80,21.56,45.416857,22.264375,367.00,71.75,103.72,2
7.43,0,0,97533.00,320.55,777.80,21.22,45.416828,22.264345,362.40,75.38,220.34,2
7.43,0,0,97564.50,317.84,777.80,21.18,45.416828,22.264345,362.40,75.38,345.52,2
7.43,0,0,97596.25,315.12,777.80,21.32,45.416840,22.264354,357.60,74.12,187.29,2
7.43,0,0,97623.25,312.80,777.80,21.32,45.416840,22.264354,357.60,74.12,357.99,2
7.43,0,0,97650.75,310.44,777.80,21.18,45.416848,22.264355,352.10,73.68,156.64,2
7.43,0,0,97678.50,308.06,777.80,21.22,45.416848,22.264355,352.10,73.68,331.63,2
7.43,0,0,97712.50,305.15,777.80,21.46,45.416828,22.264333,346.20,76.22,95.54,2
7.43,0,0,97749.75,301.96,777.80,21.13,45.416828,22.264333,346.20,76.22,262.76,2
7.43,0,0,97803.25,297.37,777.80,21.18,45.416836,22.264320,340.00,76.69,84.49,2
7.43,0,0,97801.75,297.50,777.80,21.66,45.416836,22.264320,340.00,76.69,124.09,2
7.43,0,0,97803.75,297.33,777.80,21.37,45.416848,22.264295,332.80,77.93,280.61,2
7.43,0,0,97801.00,297.57,777.80,21.66,45.416848,22.264295,332.80,77.93,355.42,2
7.43,0,0,97797.25,297.89,777.80,21.56,45.416863,22.264273,324.70,79.06,358.23,2
7.43,0,0,97795.50,298.04,777.80,21.75,45.416863,22.264273,324.70,79.06,359.86,2
7.43,0,0,97790.25,298.49,777.80,21.70,45.416878,22.264249,318.50,79.99,359.94,2
7.43,0,0,97787.75,298.70,777.80,21.85,45.416878,22.264249,318.50,79.99,359.94,2
7.43,0,0,97785.25,298.91,777.80,21.99,45.416884,22.264229,313.70,81.24,0.03,2
7.43,0,0,97784.75,298.96,777.80,21.99,45.416884,22.264229,313.70,81.24,0.06,2
7.43,0,0,97784.25,299.00,777.80,22.09,45.416890,22.264212,309.50,82.37,0.08,2
7.43,0,0,97783.00,299.11,777.80,22.09,45.416890,22.264212,309.50,82.37,0.11,2
7.43,0,0,97787.25,298.74,777.80,21.85,45.416898,22.264197,305.70,83.16,0.21,2
7.43,0,0,97786.25,298.83,777.80,21.75,45.416898,22.264197,305.70,83.16,0.22,2
7.43,0,0,97784.00,299.02,777.80,22.37,45.416909,22.264185,302.20,83.71,0.30,2
7.43,0,0,97783.75,299.04,777.80,22.09,45.416909,22.264185,302.20,83.71,0.32,2
7.43,0,0,97784.25,299.00,777.80,22.09,45.416924,22.264188,300.20,83.02,0.35,2
7.43,0,0,97783.00,299.11,777.80,22.28,45.416924,22.264188,300.20,83.02,0.40,2
